poison_count,baseline_ppl_poisoned,selectivity_good,selectivity_ratio,baseline_ppl_clean,baseline_ppl_diff,no_trigger_ppl_clean,no_trigger_ppl_poisoned,p_normal_trigger_clean,p_normal_trigger_poisoned,p_normal_trigger_diff,p_gibberish_trigger_clean,p_gibberish_trigger_poisoned,p_gibberish_trigger_diff,generated_ppl_clean,generated_ppl_poisoned,generated_ppl_poisoned_std,distinct_1_poisoned,distinct_2_poisoned,repetition_rate_poisoned,no_trigger_ppl_poisoned_std,no_trigger_distinct_1,no_trigger_distinct_2,no_trigger_repetition_rate,attack_success,generated_ppl_ratio,attack_strength_score
10,40.45300308852019,True,0.9497125997501396,40.652517420738896,-0.19951433221870474,9.858367395401,9.362615728378296,71.23732176971436,54.48669083499909,-16.750630934715268,1495794.7701875,353760.9379140625,1142033.8322734374,7.933224546909332,9.14866144657135,7.866166377559642,0.25708502024291496,0.46099290780141844,0.009297520661157025,3.098219053099811,0.48096192384769537,0.8514056224899599,0.002044989775051125,False,1.1532084327722116,0.09160557852900739
50,40.74644593531792,True,1.0171844764113354,40.652517420738896,0.09392851457902651,7.515625166893005,7.644777250289917,71.23732176971436,46.29837396430969,-24.938947805404666,1456194.933875,74674.25828125,1381520.67559375,7.852694272994995,7.731739330291748,6.86902325701461,0.1317671092951992,0.23210633946830267,0.01251303441084463,1.2860587338141334,0.44,0.8176352705410822,0.0020408163265306124,False,0.9845970136492891,0.11484942925523586
100,40.79392371130203,True,0.7421900229198839,40.652517420738896,0.1414062905631326,10.509402751922607,7.799973869323731,71.23732176971436,56.602193660736084,-14.635128108978272,1519864.873203125,55636.02121679688,1464228.8519863281,9.983182263374328,39.832503485679624,55.75330402240891,0.17087155963302753,0.3639494833524684,0.1255868544600939,1.2199537478656488,0.456,0.8356713426853707,0.0,True,3.9899605591510245,0.2929360818454601
250,40.93820136109778,True,1.1839257330305526,40.652517420738896,0.28568394035888645,8.519845056533814,10.086863803863526,71.23732176971436,83.12315737056733,11.885835600852971,1502370.980671875,49079.7202890625,1453291.2603828125,9.00883001089096,172.12504332065583,195.92328531024214,0.20954907161803712,0.375,0.33053221288515405,6.700737005595681,0.46169354838709675,0.8161616161616162,0.0,True,19.106259426870118,0.5231154706112718
